strain,phage,interaction
IAI35,BDX03_P1,1
IAI33,BDX03_P1,0
NILS01,BDX03_P1,0
PDP21,BDX03_P1,0
NILS39,BDX03_P1,0
NILS50,BDX03_P1,0
NILS46,BDX03_P1,0
LM08,BDX03_P1,0
NILS18,BDX03_P1,0
LM02,BDX03_P1,1
DIJ07,BDX03_P1,1
LM40,BDX03_P1,0
BDX03,BDX03_P1,1
IAI30,BDX03_P1,0
IAI27,BDX03_P1,0
ECOR47,BDX03_P1,1
IAI24,BDX03_P1,0
ECOR44,BDX03_P1,0
NILS38,BDX03_P1,0
NILS51,BDX03_P1,0
ECOR49,BDX03_P1,0
ECOR50,BDX03_P1,1
NILS56,BDX03_P1,0
ECOR46,BDX03_P1,0
NILS42,BDX03_P1,0
NILS52,BDX03_P1,0
ECOR48,BDX03_P1,1
NILS23,BDX03_P1,0
ROAR178,BDX03_P1,0
ROAR419,BDX03_P1,0
H10040017BM,BDX03_P1,0
H14,BDX03_P1,0
H10030010GJ,BDX03_P1,0
ROAR400,BDX03_P1,0
ROAR205,BDX03_P1,0
BCH953,BDX03_P1,1
H10020064EM,BDX03_P1,0
NILS49,BDX03_P1,0
LM07,BDX03_P1,0
H10010027SG,BDX03_P1,0
H10050058MA,BDX03_P1,0
NILS24,BDX03_P1,0
ROAR334,BDX03_P1,0
ROAR047,BDX03_P1,0
ROAR072,BDX03_P1,0
ROAR061,BDX03_P1,0
ROAR082,BDX03_P1,0
H4,BDX03_P1,0
H10010093RA,BDX03_P1,0
H48,BDX03_P1,0
H47,BDX03_P1,0
H70,BDX03_P1,0
H10010125BM,BDX03_P1,0
ECOR34,BDX03_P1,0
ECOR32,BDX03_P1,0
ECOR33,BDX03_P1,0
ECOR30,BDX03_P1,0
ECOR29,BDX03_P1,0
LF50,BDX03_P1,0
IAI01,BDX03_P1,0
ECOR67,BDX03_P1,0
NILS02,BDX03_P1,0
ECOR26,BDX03_P1,0
ECOR27,BDX03_P1,0
ECOR28,BDX03_P1,0
ECOR45,BDX03_P1,0
55989,BDX03_P1,0
IAI02,BDX03_P1,0
NILS33,BDX03_P1,0
IAI21,BDX03_P1,0
ECOR69,BDX03_P1,0
ECOR58,BDX03_P1,0
ECOR72,BDX03_P1,0
H10030071CJ,BDX03_P1,1
NILS47,BDX03_P1,0
H10050012LM,BDX03_P1,0
ECOR70,BDX03_P1,0
H10070037HD,BDX03_P1,0
H10030079GR,BDX03_P1,1
H10010131CA,BDX03_P1,0
H10030120PR,BDX03_P1,0
H10030088BJ,BDX03_P1,0
ECOR71,BDX03_P1,0
H10020060CT,BDX03_P1,0
NILS15,BDX03_P1,0
IAI43,BDX03_P1,0
H10060022LR,BDX03_P1,0
H10030116VR,BDX03_P1,0
H10010020MO,BDX03_P1,0
H10030090VJ,BDX03_P1,0
H10010013LJ,BDX03_P1,0
H10030105CR,BDX03_P1,0
H10030115LR,BDX03_P1,0
PDP110,BDX03_P1,0
IAI18,BDX03_P1,0
H10070015DG,BDX03_P1,0
NILS48,BDX03_P1,0
IAI41,BDX03_P1,1
H10040021WI,BDX03_P1,0
H10020007MM,BDX03_P1,0
NILS34,BDX03_P1,0
NILS40,BDX03_P1,0
H10020011MG,BDX03_P1,0
H10010003SJ,BDX03_P1,0
IAI42,BDX03_P1,0
H10010154TK,BDX03_P1,0
PDP351,BDX03_P1,0
H10010121QJ,BDX03_P1,0
IAI08,BDX03_P1,0
H10060003SL,BDX03_P1,0
IAI40,BDX03_P1,0
IAI37,BDX03_P1,0
ECOR11,BDX03_P1,1
NILS09,BDX03_P1,0
NILS30,BDX03_P1,1
NILS32,BDX03_P1,0
IAI10,BDX03_P1,0
IAI31,BDX03_P1,0
IAI04,BDX03_P1,1
AN24,BDX03_P1,1
NILS06,BDX03_P1,0
NILS22,BDX03_P1,0
NAN33,BDX03_P1,0
IAI34,BDX03_P1,1
NIC06,BDX03_P1,0
NILS16,BDX03_P1,0
IAI17,BDX03_P1,0
IAI15,BDX03_P1,1
ECOR05,BDX03_P1,0
IAI11,BDX03_P1,0
NILS35,BDX03_P1,0
ECOR10,BDX03_P1,0
ECOR43A,BDX03_P1,0
ECOR12,BDX03_P1,0
IAI14,BDX03_P1,0
IAI19,BDX03_P1,0
IAI20,BDX03_P1,0
ECOR25,BDX03_P1,0
IAI26,BDX03_P1,0
ECOR01,BDX03_P1,0
IAI44,BDX03_P1,0
ECOR08,BDX03_P1,0
NILS13,BDX03_P1,0
IAI07,BDX03_P1,0
NILS10,BDX03_P1,0
BE,BDX03_P1,0
NILS07,BDX03_P1,0
ECOR09,BDX03_P1,0
NILS14,BDX03_P1,0
ECOR13,BDX03_P1,0
ECOR03,BDX03_P1,0
NILS11,BDX03_P1,1
IAI06,BDX03_P1,1
ECOR02,BDX03_P1,0
IAI13,BDX03_P1,0
IAI09,BDX03_P1,0
ECOR14,BDX03_P1,0
IAI25,BDX03_P1,0
IAI22,BDX03_P1,0
IAI28,BDX03_P1,0
NILS08,BDX03_P1,0
ECOR07,BDX03_P1,0
IAI29,BDX03_P1,0
IAI12,BDX03_P1,0
ECOR21,BDX03_P1,0
ECOR20,BDX03_P1,0
ECOR18,BDX03_P1,0
ECOR19,BDX03_P1,0
NILS17,BDX03_P1,0
NILS12,BDX03_P1,0
ECOR06,BDX03_P1,0
ECOR23,BDX03_P1,0
NILS41,BDX03_P1,0
BL21,BDX03_P1,1
ECOR17,BDX03_P1,0
NILS03,BDX03_P1,0
ECOR22,BDX03_P1,0
ECOR16,BDX03_P1,0
NILS04,BDX03_P1,0
ECOR15,BDX03_P1,0
NILS43,BDX03_P1,1
ECOR04,BDX03_P1,0
IAI16,BDX03_P1,0
IAI23,BDX03_P1,0
NILS37,BDX03_P1,0
IAI03,BDX03_P1,0
ECOR24,BDX03_P1,0
ROAR274,BDX03_P1,0
ECOR42,BDX03_P1,0
IAI50,BDX03_P1,0
ROAR036,BDX03_P1,0
EC6230,BDX03_P1,0
025010,BDX03_P1,0
NILS05,BDX03_P1,0
ROAR387,BDX03_P1,0
B6A1,BDX03_P1,0
ECOR31,BDX03_P1,0
LMR3158,BDX03_P1,0
ROAR131,BDX03_P1,0
ROAR059,BDX03_P1,0
EDL933,BDX03_P1,0
ECOR37,BDX03_P1,0
ROAR029,BDX03_P1,1
IAI05,BDX03_P1,0
ROAR012,BDX03_P1,1
NILS45,BDX03_P1,0
H442,BDX03_P1,0
E2052,BDX03_P1,0
TW10509,BDX03_P1,0
H009,BDX03_P1,0
H384,BDX03_P1,0
E7519,BDX03_P1,0
NILS31,BDX03_P1,0
370D,BDX03_P1,0
E4962,BDX03_P1,0
M863,BDX03_P1,0
IAI32,BDX03_P1,0
IAI45,BDX03_P1,0
ROAR185,BDX03_P1,0
H10030019BM,BDX03_P1,0
C2119,BDX03_P1,0
B1747,BDX03_P1,0
H10040007OM,BDX03_P1,0
B12I13,BDX03_P1,0
E1492,BDX03_P1,0
B253,BDX03_P1,0
EFERGUSONIIIVAN,BDX03_P1,0
ATCC35469T,BDX03_P1,1
ROAR344,BDX03_P1,0
B691,BDX03_P1,1
ROAR176,BDX03_P1,0
ROAR220,BDX03_P1,0
ROAR130,BDX03_P1,0
ROAR129,BDX03_P1,0
ROAR292,BDX03_P1,0
ROAR145,BDX03_P1,0
ROAR043,BDX03_P1,0
ROAR438,BDX03_P1,0
ROAR291,BDX03_P1,0
ROAR116,BDX03_P1,0
B49,BDX03_P1,0
ROAR019,BDX03_P1,0
B1147,BDX03_P1,0
S1109,BDX03_P1,0
EALBERTIICIP107988T,BDX03_P1,0
S184,BDX03_P1,0
B090,BDX03_P1,0
B156,BDX03_P1,0
S191,BDX03_P1,0
B992,BDX03_P1,0
ECOR54,BDX03_P2,0
DIJ06,BDX03_P2,0
ECOR52,BDX03_P2,0
ECOR51,BDX03_P2,0
ECOR55,BDX03_P2,0
IAI54,BDX03_P2,0
ECOR57,BDX03_P2,0
IAI72,BDX03_P2,0
NILS59,BDX03_P2,0
LF31,BDX03_P2,0
NILS71,BDX03_P2,0
AN17,BDX03_P2,1
T147,BDX03_P2,0
ECOR56,BDX03_P2,0
NILS74,BDX03_P2,0
IAI68,BDX03_P2,0
IAI62,BDX03_P2,0
IAI63,BDX03_P2,0
NILS79,BDX03_P2,0
NILS72,BDX03_P2,0
IAI76,BDX03_P2,0
IAI75,BDX03_P2,0
NILS29,BDX03_P2,0
NILS65,BDX03_P2,0
IAI57,BDX03_P2,0
IAI82,BDX03_P2,0
IAI73,BDX03_P2,0
536,BDX03_P2,1
IAI64,BDX03_P2,1
NILS81,BDX03_P2,0
IAI55,BDX03_P2,0
IAI70,BDX03_P2,0
NILS82,BDX03_P2,1
NILS78,BDX03_P2,0
NILS57,BDX03_P2,1
AL505,BDX03_P2,1
NILS67,BDX03_P2,1
IAI60,BDX03_P2,0
IAI66,BDX03_P2,1
IAI46,BDX03_P2,0
LF7074,BDX03_P2,1
IAI56,BDX03_P2,0
IAI61,BDX03_P2,0
ECOR61,BDX03_P2,1
ECOR62,BDX03_P2,0
IAI38,BDX03_P2,0
IAI59,BDX03_P2,0
IAI69,BDX03_P2,1
IAI65,BDX03_P2,1
NILS68,BDX03_P2,1
NILS21,BDX03_P2,0
NILS66,BDX03_P2,0
ECOR59,BDX03_P2,0
ECOR60,BDX03_P2,0
IAI71,BDX03_P2,0
NILS75,BDX03_P2,0
IAI77,BDX03_P2,0
NILS70,BDX03_P2,0
ECOR53,BDX03_P2,0
IAI74,BDX03_P2,1
NILS54,BDX03_P2,0
T145,BDX03_P2,0
IAI51,BDX03_P2,0
NILS62,BDX03_P2,0
MT1B1,BDX03_P2,0
NILS61,BDX03_P2,0
LF82,BDX03_P2,0
LF73,BDX03_P2,0
NRG807C,BDX03_P2,0
NILS26,BDX03_P2,0
NILS80,BDX03_P2,0
IAI53,BDX03_P2,0
T205,BDX03_P2,0
ED1A,BDX03_P2,0
034026C1,BDX03_P2,0
035004,BDX03_P2,0
VDG427,BDX03_P2,0
IAI48,BDX03_P2,0
BEN4D,BDX03_P2,1
NILS20,BDX03_P2,0
034008,BDX03_P2,0
001031C1,BDX03_P2,0
013008,BDX03_P2,0
COLF12G,BDX03_P2,0
381A,BDX03_P2,0
ECOR65,BDX03_P2,0
IAI49,BDX03_P2,0
NILS77,BDX03_P2,0
IAI78,BDX03_P2,0
IAI81,BDX03_P2,0
IAI79,BDX03_P2,1
IAI80,BDX03_P2,0
ECOR64,BDX03_P2,0
IAI67,BDX03_P2,0
NILS28,BDX03_P2,0
NILS58,BDX03_P2,0
IAI47,BDX03_P2,0
ECOR63,BDX03_P2,1
ASP51G,BDX03_P2,0
S176,BDX03_P2,0
H10030035DE,BDX03_P2,0
S21,BDX03_P2,0
FN116,BDX03_P2,0
FNB9,BDX03_P2,0
FN126,BDX03_P2,0
S111,BDX03_P2,0
FN89,BDX03_P2,0
NILS64,BDX03_P2,0
LI10,BDX03_P2,0
NILS25,BDX03_P2,0
NILS55,BDX03_P2,0
NILS27,BDX03_P2,0
NILS73,BDX03_P2,0
NILS19,BDX03_P2,0
LM33,BDX03_P2,0
NILS44,BDX03_P2,0
NILS53,BDX03_P2,0
NILS76,BDX03_P2,0
NILS63,BDX03_P2,0
NILS69,BDX03_P2,0
ECOR66,BDX03_P2,0
E234869,BDX03_P2,0
FNB7,BDX03_P2,0
DEC2A,BDX03_P2,0
DEC1A,BDX03_P2,0
FNB4,BDX03_P2,0
BDX09,BDX03_P2,0
AN03,BDX03_P2,0
H10010155MI,BDX03_P2,0
H10010034SM,BDX03_P2,0
NILS60,BDX03_P2,0
H10010053KC,BDX03_P2,0
H10030054PP,BDX03_P2,0
B1932,BDX03_P2,0
ROAR434,BDX03_P2,0
001023,BDX03_P2,0
003026,BDX03_P2,0
921A,BDX03_P2,0
916A,BDX03_P2,0
E1426,BDX03_P2,0
H95,BDX03_P2,0
H10020069VG,BDX03_P2,0
ECOR38,BDX03_P2,0
ECOR39,BDX03_P2,0
ECOR41,BDX03_P2,0
ECOR40,BDX03_P2,0
IAI39,BDX03_P2,1
IAI36,BDX03_P2,0
ECOR35,BDX03_P2,0
IAI58,BDX03_P2,0
ECOR36,BDX03_P2,1
NILS36,BDX03_P2,0
IAI35,BDX03_P2,1
IAI33,BDX03_P2,0
NILS01,BDX03_P2,0
PDP21,BDX03_P2,0
NILS39,BDX03_P2,0
NILS50,BDX03_P2,0
NILS46,BDX03_P2,0
LM08,BDX03_P2,0
NILS18,BDX03_P2,0
LM02,BDX03_P2,1
DIJ07,BDX03_P2,1
LM40,BDX03_P2,0
BDX03,BDX03_P2,1
IAI30,BDX03_P2,0
IAI27,BDX03_P2,0
ECOR47,BDX03_P2,0
IAI24,BDX03_P2,0
ECOR44,BDX03_P2,0
NILS38,BDX03_P2,0
NILS51,BDX03_P2,0
ECOR49,BDX03_P2,0
ECOR50,BDX03_P2,0
NILS56,BDX03_P2,0
ECOR46,BDX03_P2,0
NILS42,BDX03_P2,0
NILS52,BDX03_P2,0
ECOR48,BDX03_P2,0
NILS23,BDX03_P2,0
ROAR178,BDX03_P2,0
ROAR419,BDX03_P2,0
H10040017BM,BDX03_P2,0
H14,BDX03_P2,0
H10030010GJ,BDX03_P2,0
ROAR400,BDX03_P2,0
ROAR205,BDX03_P2,0
BCH953,BDX03_P2,1
H10020064EM,BDX03_P2,0
NILS49,BDX03_P2,0
LM07,BDX03_P2,0
H10010027SG,BDX03_P2,0
H10050058MA,BDX03_P2,0
NILS24,BDX03_P2,0
ROAR334,BDX03_P2,0
ROAR047,BDX03_P2,0
ROAR072,BDX03_P2,0
ROAR061,BDX03_P2,0
ROAR082,BDX03_P2,0
H4,BDX03_P2,0
H10010093RA,BDX03_P2,0
H48,BDX03_P2,0
H47,BDX03_P2,0
H70,BDX03_P2,0
H10010125BM,BDX03_P2,0
ECOR34,BDX03_P2,0
ECOR32,BDX03_P2,0
ECOR33,BDX03_P2,0
ECOR30,BDX03_P2,0
ECOR29,BDX03_P2,0
LF50,BDX03_P2,0
IAI01,BDX03_P2,0
ECOR67,BDX03_P2,0
NILS02,BDX03_P2,0
ECOR26,BDX03_P2,0
ECOR27,BDX03_P2,0
ECOR28,BDX03_P2,0
ECOR45,BDX03_P2,0
55989,BDX03_P2,0
IAI02,BDX03_P2,0
NILS33,BDX03_P2,0
IAI21,BDX03_P2,0
ECOR69,BDX03_P2,0
ECOR58,BDX03_P2,0
ECOR72,BDX03_P2,0
H10030071CJ,BDX03_P2,0
NILS47,BDX03_P2,0
H10050012LM,BDX03_P2,0
ECOR70,BDX03_P2,0
H10070037HD,BDX03_P2,0
H10030079GR,BDX03_P2,0
H10010131CA,BDX03_P2,0
H10030120PR,BDX03_P2,0
H10030088BJ,BDX03_P2,0
ECOR71,BDX03_P2,0
H10020060CT,BDX03_P2,0
NILS15,BDX03_P2,0
IAI43,BDX03_P2,0
H10060022LR,BDX03_P2,0
H10030116VR,BDX03_P2,0
H10010020MO,BDX03_P2,0
H10030090VJ,BDX03_P2,0
H10010013LJ,BDX03_P2,0
H10030105CR,BDX03_P2,0
H10030115LR,BDX03_P2,0
PDP110,BDX03_P2,0
IAI18,BDX03_P2,0
H10070015DG,BDX03_P2,0
NILS48,BDX03_P2,0
IAI41,BDX03_P2,0
H10040021WI,BDX03_P2,0
H10020007MM,BDX03_P2,0
NILS34,BDX03_P2,0
NILS40,BDX03_P2,0
H10020011MG,BDX03_P2,0
H10010003SJ,BDX03_P2,0
IAI42,BDX03_P2,0
H10010154TK,BDX03_P2,0
PDP351,BDX03_P2,0
H10010121QJ,BDX03_P2,0
IAI08,BDX03_P2,0
H10060003SL,BDX03_P2,0
IAI40,BDX03_P2,0
IAI37,BDX03_P2,0
ECOR11,BDX03_P2,0
NILS09,BDX03_P2,0
NILS30,BDX03_P2,0
NILS32,BDX03_P2,0
IAI10,BDX03_P2,0
IAI31,BDX03_P2,0
IAI04,BDX03_P2,1
AN24,BDX03_P2,1
NILS06,BDX03_P2,0
NILS22,BDX03_P2,0
NAN33,BDX03_P2,0
IAI34,BDX03_P2,0
NIC06,BDX03_P2,0
NILS16,BDX03_P2,0
IAI17,BDX03_P2,0
IAI15,BDX03_P2,0
ECOR05,BDX03_P2,0
IAI11,BDX03_P2,0
NILS35,BDX03_P2,0
ECOR10,BDX03_P2,0
ECOR43A,BDX03_P2,0
ECOR12,BDX03_P2,0
IAI14,BDX03_P2,0
IAI19,BDX03_P2,0
IAI20,BDX03_P2,0
ECOR25,BDX03_P2,0
IAI26,BDX03_P2,0
ECOR01,BDX03_P2,0
IAI44,BDX03_P2,0
ECOR08,BDX03_P2,0
NILS13,BDX03_P2,0
IAI07,BDX03_P2,0
NILS10,BDX03_P2,0
BE,BDX03_P2,1
NILS07,BDX03_P2,0
ECOR09,BDX03_P2,0
NILS14,BDX03_P2,0
ECOR13,BDX03_P2,0
ECOR03,BDX03_P2,0
NILS11,BDX03_P2,1
IAI06,BDX03_P2,1
ECOR02,BDX03_P2,0
IAI13,BDX03_P2,0
IAI09,BDX03_P2,0
ECOR14,BDX03_P2,0
IAI25,BDX03_P2,0
IAI22,BDX03_P2,0
IAI28,BDX03_P2,0
NILS08,BDX03_P2,0
ECOR07,BDX03_P2,0
IAI29,BDX03_P2,0
IAI12,BDX03_P2,0
ECOR21,BDX03_P2,0
ECOR20,BDX03_P2,0
ECOR18,BDX03_P2,0
ECOR19,BDX03_P2,0
NILS17,BDX03_P2,0
NILS12,BDX03_P2,0
ECOR06,BDX03_P2,0
ECOR23,BDX03_P2,0
NILS41,BDX03_P2,0
BL21,BDX03_P2,1
ECOR17,BDX03_P2,0
NILS03,BDX03_P2,0
ECOR22,BDX03_P2,0
ECOR16,BDX03_P2,0
NILS04,BDX03_P2,0
ECOR15,BDX03_P2,0
NILS43,BDX03_P2,1
ECOR04,BDX03_P2,0
IAI16,BDX03_P2,0
IAI23,BDX03_P2,0
NILS37,BDX03_P2,0
IAI03,BDX03_P2,0
ECOR24,BDX03_P2,0
ROAR274,BDX03_P2,0
ECOR42,BDX03_P2,0
IAI50,BDX03_P2,0
ROAR036,BDX03_P2,0
EC6230,BDX03_P2,0
025010,BDX03_P2,0
NILS05,BDX03_P2,0
ROAR387,BDX03_P2,0
B6A1,BDX03_P2,0
ECOR31,BDX03_P2,0
LMR3158,BDX03_P2,0
ROAR131,BDX03_P2,0
ROAR059,BDX03_P2,0
EDL933,BDX03_P2,0
ECOR37,BDX03_P2,0
ROAR029,BDX03_P2,0
IAI05,BDX03_P2,0
ROAR012,BDX03_P2,0
NILS45,BDX03_P2,0
H442,BDX03_P2,0
E2052,BDX03_P2,0
TW10509,BDX03_P2,0
H009,BDX03_P2,0
H384,BDX03_P2,0
E7519,BDX03_P2,0
NILS31,BDX03_P2,0
370D,BDX03_P2,0
E4962,BDX03_P2,0
M863,BDX03_P2,0
IAI32,BDX03_P2,0
IAI45,BDX03_P2,0
ROAR185,BDX03_P2,0
H10030019BM,BDX03_P2,0
C2119,BDX03_P2,0
B1747,BDX03_P2,0
H10040007OM,BDX03_P2,0
B12I13,BDX03_P2,0
E1492,BDX03_P2,0
B253,BDX03_P2,0
EFERGUSONIIIVAN,BDX03_P2,0
ATCC35469T,BDX03_P2,1
ROAR344,BDX03_P2,0
B691,BDX03_P2,0
ROAR176,BDX03_P2,0
ROAR220,BDX03_P2,0
ROAR130,BDX03_P2,0
ROAR129,BDX03_P2,0
ROAR292,BDX03_P2,0
ROAR145,BDX03_P2,0
ROAR043,BDX03_P2,0
ROAR438,BDX03_P2,0
ROAR291,BDX03_P2,0
ROAR116,BDX03_P2,0
B49,BDX03_P2,0
ROAR019,BDX03_P2,0
B1147,BDX03_P2,0
S1109,BDX03_P2,0
EALBERTIICIP107988T,BDX03_P2,0
S184,BDX03_P2,0
B090,BDX03_P2,0
B156,BDX03_P2,0
S191,BDX03_P2,0
B992,BDX03_P2,0
ECOR54,LI10_P1,1
DIJ06,LI10_P1,0
ECOR52,LI10_P1,0
ECOR51,LI10_P1,1
ECOR55,LI10_P1,1
IAI54,LI10_P1,0
ECOR57,LI10_P1,0
IAI72,LI10_P1,0
NILS59,LI10_P1,1
LF31,LI10_P1,0
NILS71,LI10_P1,0
AN17,LI10_P1,0
T147,LI10_P1,0
ECOR56,LI10_P1,0
NILS74,LI10_P1,1
IAI68,LI10_P1,0
IAI62,LI10_P1,0
IAI63,LI10_P1,0
NILS79,LI10_P1,0
NILS72,LI10_P1,0
IAI76,LI10_P1,0
IAI75,LI10_P1,0
NILS29,LI10_P1,1
NILS65,LI10_P1,0
IAI57,LI10_P1,1
IAI82,LI10_P1,1
IAI73,LI10_P1,0
536,LI10_P1,1
IAI64,LI10_P1,1
NILS81,LI10_P1,0
IAI55,LI10_P1,1
IAI70,LI10_P1,0
NILS82,LI10_P1,0
NILS78,LI10_P1,0
NILS57,LI10_P1,0
AL505,LI10_P1,1
NILS67,LI10_P1,0
IAI60,LI10_P1,0
IAI66,LI10_P1,0
IAI46,LI10_P1,1
LF7074,LI10_P1,1
IAI56,LI10_P1,1
IAI61,LI10_P1,0
ECOR61,LI10_P1,1
ECOR62,LI10_P1,1
IAI38,LI10_P1,1
IAI59,LI10_P1,0
IAI69,LI10_P1,1
IAI65,LI10_P1,1
NILS68,LI10_P1,1
NILS21,LI10_P1,0
NILS66,LI10_P1,1
ECOR59,LI10_P1,1
ECOR60,LI10_P1,1
IAI71,LI10_P1,1
NILS75,LI10_P1,1
IAI77,LI10_P1,0
NILS70,LI10_P1,0
ECOR53,LI10_P1,0
IAI74,LI10_P1,0
NILS54,LI10_P1,0
T145,LI10_P1,0
IAI51,LI10_P1,0
NILS62,LI10_P1,1
MT1B1,LI10_P1,0
NILS61,LI10_P1,0
LF82,LI10_P1,1
LF73,LI10_P1,0
NRG807C,LI10_P1,1
NILS26,LI10_P1,0
NILS80,LI10_P1,1
IAI53,LI10_P1,0
T205,LI10_P1,0
ED1A,LI10_P1,0
034026C1,LI10_P1,0
035004,LI10_P1,0
VDG427,LI10_P1,0
IAI48,LI10_P1,0
BEN4D,LI10_P1,0
NILS20,LI10_P1,0
034008,LI10_P1,0
001031C1,LI10_P1,0
013008,LI10_P1,0
COLF12G,LI10_P1,0
381A,LI10_P1,0
ECOR65,LI10_P1,0
IAI49,LI10_P1,1
NILS77,LI10_P1,0
IAI78,LI10_P1,0
IAI81,LI10_P1,0
IAI79,LI10_P1,1
IAI80,LI10_P1,0
ECOR64,LI10_P1,0
IAI67,LI10_P1,1
NILS28,LI10_P1,0
NILS58,LI10_P1,1
IAI47,LI10_P1,0
ECOR63,LI10_P1,1
ASP51G,LI10_P1,0
S176,LI10_P1,0
H10030035DE,LI10_P1,0
S21,LI10_P1,0
FN116,LI10_P1,1
FNB9,LI10_P1,0
FN126,LI10_P1,0
S111,LI10_P1,0
FN89,LI10_P1,0
NILS64,LI10_P1,1
LI10,LI10_P1,1
NILS25,LI10_P1,0
NILS55,LI10_P1,1
NILS27,LI10_P1,0
NILS73,LI10_P1,1
NILS19,LI10_P1,0
LM33,LI10_P1,0
NILS44,LI10_P1,0
NILS53,LI10_P1,0
NILS76,LI10_P1,0
NILS63,LI10_P1,0
NILS69,LI10_P1,0
ECOR66,LI10_P1,1
E234869,LI10_P1,0
FNB7,LI10_P1,0
DEC2A,LI10_P1,0
DEC1A,LI10_P1,0
FNB4,LI10_P1,0
BDX09,LI10_P1,1
AN03,LI10_P1,1
H10010155MI,LI10_P1,0
H10010034SM,LI10_P1,0
NILS60,LI10_P1,0
H10010053KC,LI10_P1,0
H10030054PP,LI10_P1,0
B1932,LI10_P1,1
ROAR434,LI10_P1,1
001023,LI10_P1,1
003026,LI10_P1,1
921A,LI10_P1,0
916A,LI10_P1,0
E1426,LI10_P1,0
H95,LI10_P1,0
H10020069VG,LI10_P1,1
ECOR38,LI10_P1,0
ECOR39,LI10_P1,1
ECOR41,LI10_P1,0
ECOR40,LI10_P1,0
IAI39,LI10_P1,1
IAI36,LI10_P1,0
ECOR35,LI10_P1,1
IAI58,LI10_P1,0
ECOR36,LI10_P1,0
NILS36,LI10_P1,0
IAI35,LI10_P1,1
IAI33,LI10_P1,0
NILS01,LI10_P1,0
PDP21,LI10_P1,0
NILS39,LI10_P1,0
NILS50,LI10_P1,0
NILS46,LI10_P1,0
LM08,LI10_P1,0
NILS18,LI10_P1,0
LM02,LI10_P1,0
DIJ07,LI10_P1,0
LM40,LI10_P1,0
BDX03,LI10_P1,0
IAI30,LI10_P1,0
IAI27,LI10_P1,0
ECOR47,LI10_P1,0
IAI24,LI10_P1,0
ECOR44,LI10_P1,0
NILS38,LI10_P1,0
NILS51,LI10_P1,0
ECOR49,LI10_P1,0
ECOR50,LI10_P1,1
NILS56,LI10_P1,0
ECOR46,LI10_P1,1
NILS42,LI10_P1,1
NILS52,LI10_P1,0
ECOR48,LI10_P1,0
NILS23,LI10_P1,0
ROAR178,LI10_P1,0
ROAR419,LI10_P1,1
H10040017BM,LI10_P1,0
H14,LI10_P1,0
H10030010GJ,LI10_P1,0
ROAR400,LI10_P1,0
ROAR205,LI10_P1,0
BCH953,LI10_P1,0
H10020064EM,LI10_P1,1
NILS49,LI10_P1,0
LM07,LI10_P1,0
H10010027SG,LI10_P1,0
H10050058MA,LI10_P1,0
NILS24,LI10_P1,0
ROAR334,LI10_P1,0
ROAR047,LI10_P1,0
ROAR072,LI10_P1,0
ROAR061,LI10_P1,0
ROAR082,LI10_P1,0
H4,LI10_P1,1
H10010093RA,LI10_P1,1
H48,LI10_P1,1
H47,LI10_P1,0
H70,LI10_P1,1
H10010125BM,LI10_P1,1
ECOR34,LI10_P1,1
ECOR32,LI10_P1,1
ECOR33,LI10_P1,1
ECOR30,LI10_P1,0
ECOR29,LI10_P1,0
LF50,LI10_P1,1
IAI01,LI10_P1,1
ECOR67,LI10_P1,0
NILS02,LI10_P1,0
ECOR26,LI10_P1,0
ECOR27,LI10_P1,0
ECOR28,LI10_P1,0
ECOR45,LI10_P1,0
55989,LI10_P1,0
IAI02,LI10_P1,0
NILS33,LI10_P1,0
IAI21,LI10_P1,0
ECOR69,LI10_P1,0
ECOR58,LI10_P1,0
ECOR72,LI10_P1,0
H10030071CJ,LI10_P1,1
NILS47,LI10_P1,0
H10050012LM,LI10_P1,1
ECOR70,LI10_P1,0
H10070037HD,LI10_P1,0
H10030079GR,LI10_P1,1
H10010131CA,LI10_P1,0
H10030120PR,LI10_P1,0
H10030088BJ,LI10_P1,0
ECOR71,LI10_P1,0
H10020060CT,LI10_P1,0
NILS15,LI10_P1,0
IAI43,LI10_P1,0
H10060022LR,LI10_P1,0
H10030116VR,LI10_P1,0
H10010020MO,LI10_P1,1
H10030090VJ,LI10_P1,1
H10010013LJ,LI10_P1,0
H10030105CR,LI10_P1,0
H10030115LR,LI10_P1,0
PDP110,LI10_P1,0
IAI18,LI10_P1,0
H10070015DG,LI10_P1,0
NILS48,LI10_P1,0
IAI41,LI10_P1,0
H10040021WI,LI10_P1,0
H10020007MM,LI10_P1,0
NILS34,LI10_P1,0
NILS40,LI10_P1,0
H10020011MG,LI10_P1,0
H10010003SJ,LI10_P1,0
IAI42,LI10_P1,0
H10010154TK,LI10_P1,0
PDP351,LI10_P1,1
H10010121QJ,LI10_P1,0
IAI08,LI10_P1,1
H10060003SL,LI10_P1,0
IAI40,LI10_P1,0
IAI37,LI10_P1,0
ECOR11,LI10_P1,0
NILS09,LI10_P1,0
NILS30,LI10_P1,0
NILS32,LI10_P1,0
IAI10,LI10_P1,0
IAI31,LI10_P1,0
IAI04,LI10_P1,0
AN24,LI10_P1,0
NILS06,LI10_P1,0
NILS22,LI10_P1,0
NAN33,LI10_P1,0
IAI34,LI10_P1,0
NIC06,LI10_P1,0
NILS16,LI10_P1,0
IAI17,LI10_P1,0
